toponimo_i,link,varon,mujer,totalpobl,hogares,viviendasp,viv_part_h,personasxvivienda,Area_RC,Pje_Total_BP_en_RC,Porcentaje_de_hogares_con_conexion_a_red,%conaccesoredgas,%dehogarescnib,%conaccesoredeagua,connivelsec,cestudiosuper,cal1,malacmateriales,superficie,densidad_p,palto,pmedioalto,pbajo,pmuybajo
298580,060351809,409,431,840,306,337,302,2.78145695364238,84877.5123478174,0,4.9,88.24,2.94,99.67,51.64,63.2124352331606,95.03,4.97,85914.41,97.79,47.01,7.57,39.84,5.58
298590,060351907,384,437,821,289,225,188,4.36702127659574,94418.2955819964,0,9,84.78,3.11,98.96,53.41,61.5101289134438,95.74,4.26,95572.97,85.88,33.75,5.83,48.75,11.67
298597,060352003,510,579,1089,438,531,431,2.52668213457077,96837.6071855426,0,98.86,97.95,0.68,99.54,45.71,68.1177976952625,97.91,2.09,98025.48,111.12,66.9,7.8,23.17,2.13
298599,060352005,422,446,868,304,294,261,3.32567049808429,90397.4356876612,0,83.5,94.41,2.63,100,53.07,65.358361774744,94.64,5.36,91504.82,94.86,44.9,8.57,36.73,9.8
298609,060352102,477,566,1043,391,408,381,2.73753280839895,115667.911365151,0,91.82,95.65,1.02,100,51.8,68.4913217623498,99.48,0.52,117086.92,89.07,62.57,8.86,25.43,3.14
298610,060352103,273,312,585,205,238,204,2.86764705882353,65475.9456284046,0,96.1,95.61,0.49,100,47.32,70.9756097560976,98.53,1.47,66278.84,88.24,65.77,10.81,21.17,2.25
298622,060352205,239,294,533,201,251,201,2.65174129353234,56587.2090265751,0,100,99,0.5,98.51,42.04,78.5900783289817,99.5,0.5,57282.98,93.02,81.69,7.51,10.8,0
298638,060352311,457,536,993,323,336,303,3.27722772277228,95949.3118672967,0,83.13,85.76,3.1,99.38,58.91,66.5116279069767,92.08,7.92,97125.16,102.27,39.15,7.66,42.13,11.06
298641,060352402,465,475,940,315,303,277,3.39350180505415,98242.1231034994,0,66.13,88.25,2.22,99.05,50.72,59.84,93.14,6.86,99445.41,94.57,32.99,13.61,45.24,8.16
298642,060352403,612,663,1275,406,374,351,3.63247863247863,131444.22343874,0,69.98,81.53,2.96,100,58.66,66.5841584158416,93.73,6.27,133054.28,95.79,30.89,7.01,50.64,11.46
298645,060352406,419,490,909,307,327,300,3.03,102013.952058673,0,88.6,94.14,2.28,100,54.4,65.3786707882535,97,3,103260.98,88,47.06,7.84,38.04,7.06
298646,060352407,419,501,920,317,292,270,3.40740740740741,97912.6487262249,0,81.21,91.17,4.73,98.74,55.78,67.8125,96.3,3.7,99110.25,92.84,41.77,13.25,37.75,7.23
298654,060352504,382,431,813,277,324,270,3.01111111111111,90969.5464847684,0,84.67,80.14,3.97,100,57.04,62.1013133208255,88.89,11.11,92080.59,88.27,25.82,3.76,56.81,13.62
298664,060352603,383,390,773,208,219,200,3.865,29773.9911892712,18.55,99.52,89.9,2.88,98.08,56.86,60.3485838779956,99,1,30137.1,256.81,16.47,3.53,52.35,27.65
298666,060352605,972,1041,2013,593,613,578,3.48269896193772,48992.036129117,0,96.28,98.15,0.51,99.16,53.48,57.0364238410596,98.62,1.38,49589.2,405.85,14.09,5.16,57.34,23.41
298673,060352614,476,463,939,267,252,240,3.9125,36537.0992258489,0,9.13,31.09,14.23,100,57.7,59.7535934291581,61.25,38.75,36981.75,253.78,12.5,2.08,45.31,40.1
298676,060352702,388,458,846,261,277,245,3.4530612244898,79539.3667032123,0,5.06,90.42,3.07,100,53.02,60.6761565836299,94.29,5.71,80506.28,105.09,29.07,12.33,44.93,13.66
298682,060352708,202,205,407,128,118,106,3.83962264150943,58599.1903392076,2.03,12.6,54.69,6.25,100,60.57,64.6341463414634,91.51,8.49,59311.38,68.63,25.49,3.92,56.86,13.73
298686,060352712,665,763,1428,412,323,291,4.90721649484536,253842.35580492,10.25,10.29,48.3,9.95,99.51,54.33,59.4147582697201,86.25,13.75,256929.11,55.59,17.6,7.4,52.55,22.45
298688,060352714,630,611,1241,297,275,268,4.63059701492537,180640.452347666,13.18,78.45,46.46,15.15,100,58.09,59.0643274853801,78.36,21.64,182834.21,67.89,4.4,0.8,40,54.8
298710,060353006,414,514,928,333,375,319,2.90909090909091,116443.953527391,0,78.31,88.89,1.2,99.4,57,69.8872785829308,94.98,5.02,117855.34,78.71,46.64,9.49,38.34,5.53
298724,060353201,482,544,1026,353,358,308,3.33116883116883,169760.643287063,0,98.86,91.78,4.25,100,47.89,64.256480218281,96.75,3.25,171806.62,59.72,53.33,10.3,33.33,3.03
298742,060353403,281,322,603,223,237,201,3,71119.9019664526,0,100,90.58,4.04,100,51.72,68.1372549019608,94.03,5.97,71979.77,83.75,58.17,1.96,33.99,5.88
298748,060353409,320,372,692,252,247,209,3.311004784689,181804.902412832,0,94.42,83.33,2.78,99.6,52.45,63.6734693877551,93.3,6.7,183999.54,37.61,43.11,9.78,40,7.11
298756,060353508,354,378,732,247,284,242,3.02479338842975,65069.5643873215,0,97.97,88.26,1.21,100,55.07,65.0099403578529,93.8,6.2,65853.15,111.08,40.7,5.53,46.23,7.54
294447,060351204,152,212,364,146,168,146,2.49315068493151,30670.5392614454,0,100,99.32,0,100,47.47,66.9260700389105,100,0,31042.2,117.42,70.68,7.52,21.05,0.75
298360,060352803,444,471,915,298,304,280,3.26785714285714,73670.6574606895,0,10.1,87.25,3.02,100,53.7,62.7946127946128,92.5,7.5,74564.91,122.65,36.25,7.5,45.42,10.83
298377,060350108,242,263,505,175,159,146,3.45890410958904,49200.0691985767,0,88.41,44.57,18.86,98.86,56.04,63.4228187919463,91.1,8.9,49800.3,101.41,20.16,3.23,52.42,24.19
298381,060350104,362,361,723,217,162,140,5.16428571428571,181554.321066857,0,93.5,41.47,14.29,99.54,55.15,60.4118993135012,87.86,12.14,183772.26,39.34,18.23,4.17,55.73,21.88
298394,060350302,622,650,1272,341,298,282,4.51063829787234,103002.567430019,1.82,13.99,46.63,8.8,98.53,56.15,60.4444444444444,86.88,13.12,104271.38,121.96,18.77,6.47,52.43,22.33
298401,060351413,290,324,614,210,222,194,3.16494845360825,62140.2042924017,0,97.62,52.38,0.95,99.52,51.91,65.5737704918033,98.45,1.55,62897.58,97.62,41.4,5.91,41.4,11.29
298403,060350312,344,406,750,248,254,244,3.07377049180328,140915.500926733,0,100,96.37,6.05,100,48.74,67.6982591876209,99.18,0.82,142652.73,52.56,59.44,8.84,26.51,5.22
298425,060350503,334,396,730,291,329,291,2.5085910652921,40267.5740309358,0,98.97,100,0,99.31,38.74,66.1257606490872,100,0,40759.27,178.92,64.65,9.55,23.25,2.55
298427,060350505,1586,1646,3232,830,716,690,4.68405797101449,237533.473078966,41.95,8.66,23.25,23.37,94.58,55.33,58.4842387659289,71.88,28.12,240444.18,134.44,10.52,4.83,48.39,36.26
298436,060350603,426,526,952,337,376,321,2.96573208722741,78077.670941174,0,87.83,88.72,1.78,100,48.68,68.9705882352941,96.88,3.12,79029.53,120.51,62.38,7.21,27.59,2.82
298444,060350610,425,492,917,266,267,255,3.59607843137255,121635.055377483,0.52,98.1,94.74,4.89,95.86,57.07,62.6811594202899,98.04,1.96,123122.64,74.49,24.72,2.62,53.93,18.73
298454,060350708,149,169,318,117,297,116,2.74137931034483,78095.5124172866,0,76.72,84.62,3.42,98.29,49.79,62.2317596566524,96.55,3.45,79047.24,40.25,41.07,3.57,47.32,8.04
298463,060350805,192,222,414,112,116,112,3.69642857142857,31062.3644112647,0,96.36,88.39,6.25,100,51.23,54.5081967213115,95.54,4.46,31441.12,131.85,20.45,4.55,53.41,21.59
298464,060350806,347,390,737,233,228,198,3.72222222222222,63911.73151825,0,93.86,55.79,18.88,100,57.44,63.2558139534884,89.9,10.1,64691.48,113.91,23.39,6.43,52.63,17.54
298468,060350810,298,305,603,180,151,148,4.07432432432432,57880.0700442195,0,59.78,35.56,14.44,96.11,59.36,62.5730994152047,81.76,18.24,58585.93,102.9,17.65,0.74,55.88,25.74
298474,060350901,393,387,780,229,149,140,5.57142857142857,73295.314617604,0,80.79,11.79,34.06,94.32,54.9,56.701030927835,80,20,74187.91,105.12,7.37,2.63,60.53,29.47
298487,060350913,423,448,871,294,267,249,3.49799196787149,65239.9195970297,10.42,85.96,58.84,10.2,99.32,63.15,69.4817658349328,86.75,13.25,66033.76,131.97,23.19,4.35,51.21,21.26
298489,060351001,402,342,744,256,270,249,2.98795180722892,401558.060274176,0.07,76.6,36.72,35.16,98.83,50.24,59.2857142857143,85.94,14.06,406431.1,18.31,31.31,5.14,38.32,25.23
298490,060351002,975,1138,2113,905,1150,899,2.3503893214683,21828.7272615433,0,100,99.89,0.44,100,42.55,65.4186521443159,100,0,22093.5,956.11,65.27,9.79,22.38,2.56
298498,060351010,345,397,742,299,376,295,2.51525423728814,25545.3411337137,0,100,100,0.67,100,35.37,75.717017208413,100,0,25855.6,286.49,84.08,6.31,7.21,2.4
298500,060351012,271,376,647,283,310,272,2.37867647058824,35043.0490015149,0,98.58,99.65,0.35,100,38.74,71.3995943204868,98.9,1.1,35468.77,182.25,76.43,4.64,15.71,3.21
298533,060351407,245,283,528,174,213,171,3.08771929824561,40527.3595357537,0,98.85,99.43,0.57,100,40.78,72.6256983240224,97.08,2.92,41020.32,128.78,72.02,7.8,15.6,4.59
298535,060351409,292,373,665,285,366,281,2.36654804270463,49161.4619553685,0,100,99.3,0,99.3,36.42,71.6535433070866,97.86,2.14,49759.79,133.53,77.7,10.47,11.49,0.34
298558,060351608,483,537,1020,357,360,320,3.1875,98606.2654268742,0,15.25,84.31,3.64,99.44,54.15,64.1921397379913,94.69,5.31,99804.93,102.2,40.65,7.42,44.84,7.1
298579,060351808,291,363,654,229,264,223,2.93273542600897,57051.8146470785,0,50.22,95.2,0,100,50.22,65.5844155844156,99.1,0.9,57749.28,113.34,54.9,7.84,33.82,3.43
298587,060351904,343,391,734,272,316,266,2.7593984962406,82338.9162923098,0,43.38,94.85,1.1,100,56.29,66.9793621013133,98.12,1.88,83347.3,88.12,45.54,10.8,36.15,7.51
298589,060351906,420,505,925,319,304,268,3.45149253731343,101340.124395728,0,79.62,86.83,1.88,99.06,57.95,66.0714285714286,92.16,7.84,102580.31,90.16,37.5,12.07,46.98,3.45
298614,060352107,314,307,621,212,251,209,2.97129186602871,78655.0374343991,0,97.64,98.58,0.94,99.53,42.89,65.034965034965,97.61,2.39,79620.76,78.02,67.69,6.55,20.96,4.8
298618,060352201,696,754,1450,421,365,357,4.06162464985994,120168.574052513,13.66,31.17,24.7,18.76,100,49.66,55.1677852348993,54.34,45.66,121648.21,119.24,20.68,5.67,42.49,31.16
298627,060352210,354,388,742,260,288,236,3.14406779661017,111446.773774922,0.08,95.38,98.46,0,100,43.93,65.625,97.88,2.12,112817.67,65.78,68.23,6.35,23.41,2.01
298661,060352511,559,644,1203,385,410,367,3.27792915531335,138210.969899334,0,99.48,98.7,1.04,100,59.81,69.3222354340071,100,0,139897.98,85.99,47,9.19,39.22,4.59
298683,060352709,470,503,973,303,300,271,3.59040590405904,149192.834133163,0.01,10.7,74.59,4.95,100,54.63,59.7444089456869,95.2,4.8,151006.53,64.44,22.31,5.77,53.46,18.46
298690,060352802,521,561,1082,340,346,311,3.47909967845659,129622.729102969,3.65,15.57,76.76,7.06,100,60.78,66.8174962292609,86.5,13.5,131196.94,82.47,28.47,8.76,44.16,18.61
298693,060352806,426,519,945,321,344,302,3.12913907284768,95149.8691916466,0,10.63,84.11,4.98,100,61.95,70.440251572327,94.37,5.63,96302.52,98.13,36.4,7.02,48.68,7.89
298695,060352808,457,523,980,340,356,320,3.0625,103607.537182212,0,10.06,90,3.24,99.41,59.67,69.7108066971081,94.37,5.63,104864.02,93.42,43.78,4.42,38.55,13.25
298703,060352909,286,322,608,219,242,199,3.05527638190955,71997.585381031,0,12.79,92.69,1.83,100,58.12,67.2941176470588,92.96,7.04,72869.2,83.4,47.89,7.75,38.73,5.63
298726,060353203,428,503,931,325,339,296,3.14527027027027,142473.697915763,0,88.89,85.54,5.23,99.08,47.73,62.5978090766823,95.61,4.39,144190.36,64.56,50,6.49,37.01,6.49
298728,060353205,312,365,677,244,308,237,2.85654008438819,73554.1357566118,0,98.77,95.49,1.23,100,51.5,65.450643776824,97.89,2.11,74442.26,90.99,54.68,8.87,31.53,4.93
298731,060353208,364,418,782,286,370,283,2.76325088339223,113318.388973176,0,83.86,91.26,1.05,98.95,58.9,75.045871559633,98.59,1.41,114684.88,68.18,56.05,11.66,28.7,3.59
298733,060353302,407,437,844,311,359,292,2.89041095890411,70318.0613129213,0,97.43,89.39,3.86,100,48.87,68.1739130434783,96.58,3.42,71166.42,118.54,59.93,7.62,30.79,1.66
298747,060353408,382,433,815,251,296,235,3.46808510638298,156650.641515613,0,92.83,88.45,4.38,99.2,52.4,63.943161634103,98.3,1.7,158542.58,51.42,45.06,10.28,36.36,8.3
298376,060350107,384,391,775,245,240,215,3.6046511627907,78947.8306157432,0,96.3,48.16,11.02,99.59,56.66,62.979683972912,89.77,10.23,79911.81,97,24.88,2.44,58.05,14.63
298396,060350305,336,391,727,252,271,250,2.908,18719.0730295777,0,100,100,0.4,100,47.69,67.1153846153846,100,0,18950.01,382.63,57.52,9.77,27.82,4.89
298409,060350403,526,555,1081,325,305,289,3.74048442906574,91934.3558928818,52.71,18.55,69.85,10.15,99.08,57.81,63.6212624584718,86.51,13.49,93061.8,116.11,19.57,5.34,60.85,14.23
298419,060350412,451,467,918,273,263,242,3.79338842975207,111348.440511882,0,94.44,92.67,1.1,100,52.55,63.8330757341577,96.28,3.72,112716.73,81.46,49.64,9.49,33.94,6.93
298429,060350507,707,783,1490,438,307,272,5.47794117647059,175030.384899497,11.42,17.97,61.19,7.99,99.09,50.79,57.3333333333333,83.82,16.18,177172.13,84.09,26.71,3.55,48.46,21.28
298433,060350511,355,405,760,269,306,265,2.86792452830189,105172.606066585,0,94.4,93.68,1.49,99.63,49.81,64.1263940520446,95.85,4.15,106459.2,71.36,52.3,8.37,35.15,4.18
298440,060350606,449,512,961,321,365,313,3.0702875399361,103452.677275134,0,71.16,81.93,4.67,100,54.8,64.5695364238411,95.85,4.15,104715.82,91.79,37.22,4.14,43.98,14.66
298447,060350701,334,384,718,225,210,179,4.01117318435754,151447.073816568,8.07,68.3,61.33,8.89,99.11,51.94,57.630979498861,82.68,17.32,153291.91,46.84,24.76,7.14,51.9,16.19
298450,060350704,421,419,840,267,285,229,3.66812227074236,86058.8770057112,0,68.91,74.91,5.99,99.63,55.26,65.7894736842105,90.39,9.61,87107.27,96.44,36.48,8.58,48.93,6.01
298455,060350709,153,184,337,124,275,108,3.12037037037037,112735.985511594,0,70.16,85.48,1.61,99.19,56.33,65.938864628821,97.22,2.78,114110.53,29.54,39.56,14.29,37.36,8.79
298469,060350811,406,393,799,238,241,214,3.73364485981308,127302.806912124,0,76.82,60.5,9.24,98.32,54.74,61.0526315789474,85.51,14.49,128855.56,61.99,27.54,4.83,53.62,14.01
298470,060350812,1430,1780,3210,1116,1150,1024,3.134765625,119228.025295757,0,99.82,99.55,1.43,97.31,54.54,62.8192999053926,97.95,2.05,120683.3,265.95,34.42,9.03,45.6,10.95
298479,060350905,430,445,875,231,231,223,3.9237668161435,272036.494220689,10.22,71.24,0.43,14.29,100,54.2,54.7826086956522,64.57,35.43,275348.27,31.78,3.81,0.48,40.48,55.24
298493,060351005,247,322,569,195,233,192,2.96354166666667,49076.2578359246,0,96.41,90.26,2.05,100,44.64,60.7142857142857,95.83,4.17,49672.55,114.49,55.03,5.29,34.92,4.76
298495,060351007,354,460,814,345,454,338,2.40828402366864,59301.7362849712,0,99.13,95.65,0.29,100,43.59,68.75,98.82,1.18,60021.54,135.67,71.34,7.17,18.38,3.12
298496,060351008,203,253,456,230,308,227,2.00881057268722,24642.8666528165,0,100,99.57,0.43,100,43.72,71.8579234972678,100,0,24942.03,183.13,73.23,14.14,10.61,2.02
298499,060351011,292,358,650,249,264,243,2.67489711934156,50005.2014326453,0,98.79,89.56,6.83,99.6,43.76,65.2078774617068,96.3,3.7,50612.92,128.46,59.68,7.51,29.64,3.16
298512,060351202,386,464,850,330,363,326,2.60736196319018,73008.2973999586,0,98.48,98.18,0.91,99.09,48.77,68.8013136288998,99.08,0.92,73892.52,115.02,65.07,11.03,22.06,1.84
298526,060351309,216,259,475,192,213,185,2.56756756756757,32674.1227683127,0,94.79,93.75,0.52,100,44.38,68.0851063829787,96.76,3.24,33072.14,143.5,66.09,9.2,21.84,2.87
298537,060351411,282,277,559,150,175,146,3.82876712328767,50298.1850357652,0,97.33,78.67,0.67,99.33,43.65,59.6685082872928,97.26,2.74,50910.96,109.82,51.93,10.5,29.28,8.29
298551,060351601,213,261,474,187,243,185,2.56216216216216,55307.1655712724,0,47.06,81.28,2.14,100,47.72,65.9574468085106,100,0,55981.83,84.64,57.96,10.83,30.57,0.64
298552,060351602,413,515,928,333,386,326,2.84662576687117,102285.533690989,0,24.92,91.59,0.3,99.4,46.87,63.8167938931298,94.48,5.52,103532.71,89.66,60.26,10.1,27.36,2.28
298554,060351604,179,212,391,136,158,134,2.91791044776119,54682.1701233387,0,13.97,79.41,2.21,99.26,54.34,63.0188679245283,90.3,9.7,55348.41,70.71,35.25,8.2,50,6.56
298567,060351707,406,476,882,302,325,287,3.07317073170732,85703.3680563569,0,6.35,96.69,2.32,100,52.94,65.7142857142857,96.52,3.48,86748.96,101.73,49.43,10.73,36.78,3.07
298568,060351708,355,423,778,288,316,273,2.84981684981685,88316.0111157298,0,5.9,94.44,2.78,100,51.95,63.821892393321,96.7,3.3,89392.83,87.02,39.75,11.07,43.44,5.74
298569,060351709,353,389,742,273,295,270,2.74814814814815,85750.3183413744,0,4.03,84.25,3.3,99.63,53.33,62.4761904761905,91.48,8.52,86795.41,85.48,37.1,10.75,41.4,10.75
298584,060351901,401,443,844,292,347,286,2.95104895104895,76031.3728124499,0,44.86,94.18,0.34,98.63,55.82,67.7908937605396,95.8,4.2,76961.14,109.61,51.08,7.36,32.03,9.52
298592,060351909,421,450,871,296,304,266,3.27443609022556,96890.8302355409,0,76.19,88.85,2.36,100,55.94,67.986230636833,95.86,4.14,98075.84,88.79,47.83,5.14,40.71,6.32
298593,060351910,560,609,1169,389,441,383,3.05221932114882,137266.384361863,0,84.82,84.58,5.4,99.74,53.84,60.5820105820106,91.38,8.62,138944.03,84.16,32.82,6.19,47.99,13
298594,060351911,516,555,1071,343,384,332,3.22590361445783,184116.421319023,7.58,55.62,62.97,4.66,98.54,51.41,59.8811292719168,86.75,13.25,186364.94,57.46,30.35,7.99,44.73,16.93
298596,060352002,460,531,991,391,433,387,2.56072351421189,22358.497104764,0,100,100,0.51,93.09,39.33,75.4498714652956,100,0,22632.72,438.5,82.23,6.85,9.14,1.78
298601,060352007,465,526,991,358,376,307,3.22801302931596,140842.464390755,0,77.12,88.27,2.23,99.16,54.07,66.4244186046512,97.07,2.93,142565.42,69.5,49.43,13.69,31.18,5.7
298611,060352104,237,283,520,204,278,201,2.58706467661692,52444.0717457831,0,96.57,96.08,0.98,100,47.86,68.9839572192513,99.5,0.5,53086.98,97.93,64.74,8.09,24.28,2.89
298613,060352106,215,254,469,180,236,173,2.71098265895954,50907.3170989752,0,98.88,97.78,0.56,100,41.98,68.5131195335277,97.69,2.31,51532.01,91.07,71.67,7.22,18.89,2.22
298629,060352212,54,73,127,49,234,47,2.70212765957447,71582.679192394,0,91.84,95.92,2.04,100,52.81,70.7865168539326,95.74,4.26,72462.52,17.52,53.66,9.76,31.71,4.88
298632,060352303,275,346,621,255,402,246,2.52439024390244,84068.5689229965,0,96.86,97.65,0.78,98.82,44.59,63.2696390658174,97.97,2.03,85100.78,72.97,67.1,9.52,21.21,2.16
298636,060352309,364,436,800,280,297,263,3.04182509505703,113925.454900324,0,85.71,87.5,4.29,99.29,49.91,63.2270168855535,96.2,3.8,115321.41,69.38,43.3,9.96,42.53,4.21
298640,060352401,420,529,949,331,313,296,3.20608108108108,103202.465013027,0,90.33,90.63,0.91,99.7,50.45,62.1987951807229,97.3,2.7,104465.57,90.81,41.11,10.74,40,8.15
298649,060352410,489,578,1067,347,365,320,3.334375,237915.221300125,0,35.36,94.81,2.59,99.71,52.11,62.1542940320233,97.5,2.5,240821.62,44.31,46.05,8.55,38.49,6.91
298651,060352501,320,341,661,194,193,171,3.86549707602339,73834.7245791554,0,2.62,79.38,3.09,98.97,54.86,62.3441396508728,90.64,9.36,74733.98,88.49,34.32,7.69,47.34,10.65
298652,060352502,427,454,881,266,286,263,3.34980988593156,95792.3497804403,0,12.83,78.95,7.14,99.62,55.04,63.4892086330935,91.25,8.75,96959.64,90.82,41.07,4.02,45.54,9.38
298659,060352509,446,504,950,316,334,295,3.22033898305085,136293.909867048,0,83.65,92.09,2.85,99.05,55.31,62.8617363344052,94.92,5.08,137959.41,68.84,39.92,12.35,39.51,8.23
298671,060352611,748,836,1584,436,375,366,4.32786885245902,116671.291595571,0,6.89,50.46,12.61,100,55.64,58.7709497206704,71.86,28.14,118092,134.12,19.81,6.19,48.61,25.39
298674,060352615,470,541,1011,332,350,305,3.31475409836066,100813.766365647,0,6.77,57.53,8.13,100,53.27,56.6993464052288,79.34,20.66,102041.08,99.12,15.41,3.58,44.44,36.56
298681,060352707,789,768,1557,374,272,264,5.89772727272727,224402.134173453,13.87,32.13,1.34,23.26,99.47,57.21,57.6576576576577,53.41,46.59,227130.81,68.56,4.28,0.5,48.36,46.85
298692,060352805,436,459,895,299,304,272,3.29044117647059,77583.1807069555,0,14.05,90.3,1.34,99.67,54.83,63.6666666666667,95.22,4.78,78524.02,114.01,42.52,7.87,40.94,8.66
298702,060352908,362,390,752,242,269,241,3.12033195020747,73801.4715343751,0,16.6,90.08,1.24,100,55.12,68.9013035381751,95.44,4.56,74694.39,100.67,55.8,4.46,34.82,4.91
298704,060353001,483,559,1042,347,380,338,3.08284023668639,517879.755858511,0,69.36,80.12,7.49,99.71,52.8,63.6913767019667,87.87,12.13,524145.09,19.88,35.33,8.83,47,8.83
